address,address_clean,lat,lon
"5030 GEORGIA BELLE COURT, NORCROSS, Georgia 30093-2667","5030 GEORGIA BELLE COURT, NORCROSS, Georgia 30093",33.9177172,-84.1639335
"1405 FRANKLIN ROAD SE, MARIETTA, Georgia 30067-8721","1405 FRANKLIN ROAD SE, MARIETTA, Georgia 30067",33.9182979,-84.493728
"5300 OAKBROOK PARKWY., NORCROSS, Georgia 30093-2667","5300 OAKBROOK PARKWY., NORCROSS, Georgia 30093",33.919615,-84.180859
"3560 SUGARLOAF PARKWAY, LAWRENCEVILLE, Georgia 30044","3560 SUGARLOAF PARKWAY, LAWRENCEVILLE, Georgia 30044",33.9204737,-84.0095496
"6095 BARFIELD RD, SANDY SPRINGS, Georgia 30328-5338","6095 BARFIELD RD, SANDY SPRINGS, Georgia 30328",33.922414,-84.3597937
"11 DUNWOODY PARK STE 190, DUNWOODY, Georgia 30338-7408","11 DUNWOODY PARK STE 190, DUNWOODY, Georgia 30338",33.9247834,-84.3109104
"2713 MARIETTA HIGHWAY, DALLAS, Georgia 30157-9470","2713 MARIETTA HIGHWAY, DALLAS, Georgia 30157",33.92745,-84.745069
"3525 SUGARLOAF PARKWAY, LAWRENCEVILLE, Georgia 30044-5403","3525 SUGARLOAF PARKWAY, LAWRENCEVILLE, Georgia 30044",33.927763,-84.0173781
"1235 INDIAN TRAIL LILBURN ROAD STE, NORCROSS, Georgia 30093","1235 INDIAN TRAIL LILBURN ROAD STE, NORCROSS, Georgia 30093",33.9283286,-84.1761075
"870 GAINES SCHOOL RD, ATHENS, Georgia 30605","870 GAINES SCHOOL RD, ATHENS, Georgia 30605",33.9292989,-83.3328578
"4121 STEVE REYNOLDS BLVD, NORCROSS, Georgia 30093-4502","4121 STEVE REYNOLDS BLVD, NORCROSS, Georgia 30093",33.929466,-84.147192
"3985 STEVE REYNOLDS BLVD., NORCROSS, Georgia 30093-3035","3985 STEVE REYNOLDS BLVD., NORCROSS, Georgia 30093",33.929766,-84.146964
"1061 DOWDY ROAD SUITE 101, ATHENS, Georgia 30606","1061 DOWDY ROAD SUITE 101, ATHENS, Georgia 30606",33.9320574,-83.4607216
"6185 BUFORD HWY BUILDING B, NORCROSS, Georgia 30071","6185 BUFORD HWY BUILDING B, NORCROSS, Georgia 30071",33.9334385,-84.2185663
"3305 SUGARLOAF PARKWAY, LAWRENCEVILLE, Georgia 30044","3305 SUGARLOAF PARKWAY, LAWRENCEVILLE, Georgia 30044",33.9337762,-84.0289084
"3911 MARY ELIZA TRACE NW, MARIETTA, Georgia 30064","3911 MARY ELIZA TRACE NW, MARIETTA, Georgia 30064",33.934646,-84.613709
"777 FRANKLIN GATEWAY SE, MARIETTA, Georgia 30067","777 FRANKLIN GATEWAY SE, MARIETTA, Georgia 30067",33.9347979,-84.5031589
"5949 BUFORD HWY, NOCROSS, Georgia 30071-2472","5949 BUFORD HWY, NOCROSS, Georgia 30071",33.934951,-84.215903
"2775 CRUSE ROAD, LAWRENCEVILLE, Georgia 30044-7146","2775 CRUSE ROAD, LAWRENCEVILLE, Georgia 30044",33.938069,-84.085567
"3685 LAWRENCEVILLE HWY STE 100, LAWRENCEVILLE, Georgia 30044","3685 LAWRENCEVILLE HWY STE 100, LAWRENCEVILLE, Georgia 30044",33.9382886,-84.0272988
"455 GRAYSON HIGHWAY, LAWRENCEVILLE, Georgia 30046-6387","455 GRAYSON HIGHWAY, LAWRENCEVILLE, Georgia 30046",33.9396253,-83.9823649
"980 LAWRENCEVILLE HWY, LAWRENCEVILLE, Georgia 30046","980 LAWRENCEVILLE HWY, LAWRENCEVILLE, Georgia 30046",33.9396281,-84.0165741
"12 SEVENTH STREET, AUBURN, Georgia 30011-3202","12 SEVENTH STREET, AUBURN, Georgia 30011",33.941362,-84.527701
"2625 BEAVER RUIN ROAD, NORCROSS, Georgia 30071-4136","2625 BEAVER RUIN ROAD, NORCROSS, Georgia 30071",33.9432038,-84.2024391
"426 EXCHANGE BOULEVARD, BETHLEHEM, Georgia 30620","426 EXCHANGE BOULEVARD, BETHLEHEM, Georgia 30620",33.943652,-83.721536
"ATHENS REGIONAL PHYSICIANS SERVICES, ATHENS, Georgia 30606-2258","ATHENS REGIONAL PHYSICIANS SERVICES, ATHENS, Georgia 30606",33.944017,-83.450177
"3780 HOLCOMB BRIDGE ROAD, NORCROSS, Georgia 30092-4877","3780 HOLCOMB BRIDGE ROAD, NORCROSS, Georgia 30092",33.9448559,-84.2228059
"1428 DUNWOODY VILLAGE PARKWAY, DUNWOODY, Georgia 30338","1428 DUNWOODY VILLAGE PARKWAY, DUNWOODY, Georgia 30338",33.9502789,-84.3327471
"2142 W. BROAD ST., ATHENS, Georgia 30606","2142 W. BROAD ST., ATHENS, Georgia 30606",33.9503016,-83.4078766
"1500 OGELTHORPE AVENUE, ATHENS, Georgia 30606","1500 OGELTHORPE AVENUE, ATHENS, Georgia 30606",33.951348,-83.43064
"3814 SATELLITE BLVD, DULUTH, Georgia 30096-5693","3814 SATELLITE BLVD, DULUTH, Georgia 30096",33.951636,-84.145813
"3405 DALLAS HWY, MARIETTA, Georgia 30064","3405 DALLAS HWY, MARIETTA, Georgia 30064",33.953349,-84.6494407
"3772 SATELLITE BLVD, DULUTH, Georgia 30096","3772 SATELLITE BLVD, DULUTH, Georgia 30096",33.953712,-84.142521
"3515 DALLAS HIGHWAY, MARIETTA, Georgia 30064-3000","3515 DALLAS HIGHWAY, MARIETTA, Georgia 30064",33.9539567,-84.6540126
"3330 PEACHTREE CORNERS CIRCLE, PEACHTREE CORNERS (NORCROSS), Georgia 30092","3330 PEACHTREE CORNERS CIRCLE, PEACHTREE CORNERS (NORCROSS), Georgia 30092",33.954302,-84.226963
"3707 LARGENT WAY, MARIETTA, Georgia 30064","3707 LARGENT WAY, MARIETTA, Georgia 30064",33.9548789,-84.6594664
"3650 STEVE REYNOLDS BOULEVARD, DULUTH, Georgia 30096","3650 STEVE REYNOLDS BOULEVARD, DULUTH, Georgia 30096",33.955139,-84.141279
"1686 ROSWELL ROAD, MARIETTA, Georgia 30062-3621","1686 ROSWELL ROAD, MARIETTA, Georgia 30062",33.9556348,-84.5015696
"2570 RIVERSIDE PARKWAY, LAWRENCEVILLE, Georgia 30046-0897","2570 RIVERSIDE PARKWAY, LAWRENCEVILLE, Georgia 30046",33.9561833,-84.0290134
"345 NORTH HARRIS STREET, ATHENS, Georgia 30601-2411","345 NORTH HARRIS STREET, ATHENS, Georgia 30601",33.9580187,-83.3882831
"738 OLD NORCROSS ROAD, LAWRENCEVILLE, Georgia 30046","738 OLD NORCROSS ROAD, LAWRENCEVILLE, Georgia 30046",33.9584009,-84.0150154
"603 OLD NORCROSS ROAD, LAWRENCEVILLE, Georgia 30046","603 OLD NORCROSS ROAD, LAWRENCEVILLE, Georgia 30046",33.9587483,-84.0083457
"410 MCKINLEY DRIVE, ATHENS, Georgia 30601","410 MCKINLEY DRIVE, ATHENS, Georgia 30601",33.9592942,-83.3555044
"1155 LAWRENCEVILLE-SUWANEE ROAD, LAWRENCEVILLE, Georgia 30043-5425","1155 LAWRENCEVILLE-SUWANEE ROAD, LAWRENCEVILLE, Georgia 30043",33.9605241,-84.0206019
"1500 OGLETHORPE AVE. BLDG 600EF, ATHENS, Georgia 30606","1500 OGLETHORPE AVE. BLDG 600EF, ATHENS, Georgia 30606",33.962672,-83.423519
"675 COLLEGE AVENUE, ATHENS, Georgia 30601","675 COLLEGE AVENUE, ATHENS, Georgia 30601",33.9629055,-83.3774801
"1270 PRINCE AVE SUITE 201, ATHENS, Georgia 30606","1270 PRINCE AVE SUITE 201, ATHENS, Georgia 30606",33.9633324,-83.39939
"1500 OGLETHORPE AVENUE, ATHENS, Georgia 30606-2180","1500 OGLETHORPE AVENUE, ATHENS, Georgia 30606",33.9641093,-83.4264459
"1500 OGLETHORPE AVE, ATHENS, Georgia 30606-2189","1500 OGLETHORPE AVE, ATHENS, Georgia 30606",33.9641093,-83.4264459
"1500 OGLETHORPE AVE, ATHENS, Georgia 30606-2188","1500 OGLETHORPE AVE, ATHENS, Georgia 30606",33.9641093,-83.4264459
"1500 OGLETHORPE AVENUE, ATHENS, Georgia 30606","1500 OGLETHORPE AVENUE, ATHENS, Georgia 30606",33.9641093,-83.4264459
"1500 OGLETHORPE AVENUE, ATHENS, Georgia 30606","1500 OGLETHORPE AVENUE, ATHENS, Georgia 30606",33.9641093,-83.4264459
"700 SUNSET DR., ATHENS, Georgia 30606","700 SUNSET DR., ATHENS, Georgia 30606",33.9653258,-83.4105727
"700 SUNSET DRIVE, ATHENS, Georgia 30606-2288","700 SUNSET DRIVE, ATHENS, Georgia 30606",33.9653258,-83.4105727
"7741 ROSWELL RD, SANDY SPRINGS, Georgia 30350","7741 ROSWELL RD, SANDY SPRINGS, Georgia 30350",33.9655832,-84.3632691
"665 DULUTH HWY., LAWRENCEVILLE, Georgia 30046-8703","665 DULUTH HWY., LAWRENCEVILLE, Georgia 30046",33.9657685,-84.0091609
"665 DULUTH HIGHWAY SUITE 401, LAWRENCEVILLE, Georgia 30046","665 DULUTH HIGHWAY SUITE 401, LAWRENCEVILLE, Georgia 30046",33.9657685,-84.0091609
"665 DULUTH HWY, LAWRENCEVILLE, Georgia 30046","665 DULUTH HWY, LAWRENCEVILLE, Georgia 30046",33.9657685,-84.0091609
"595 HURRICANE SHOALS ROAD, LAWRENCEVILLE, Georgia 30046-0000","595 HURRICANE SHOALS ROAD, LAWRENCEVILLE, Georgia 30046",33.9658166,-84.0074366
"6450 SPALDING DRIVE, NORCROSS, Georgia 30092-5244","6450 SPALDING DRIVE, NORCROSS, Georgia 30092",33.968184,-84.258088
"310 PHILIP BLVD, LAWRENCEVILLE, Georgia 30046-8700","310 PHILIP BLVD, LAWRENCEVILLE, Georgia 30046",33.968333,-84.0057866
"2000 PRINCE AVENUE, ATHENS, Georgia 30606","2000 PRINCE AVENUE, ATHENS, Georgia 30606",33.9684782,-83.4075817
"225 HAWTHORNE PARK, ATHENS, Georgia 30606-2151","225 HAWTHORNE PARK, ATHENS, Georgia 30606",33.9689652,-83.4183573
"EAST ATHENS SATELLITE, ATHENS, Georgia 30601","EAST ATHENS SATELLITE, ATHENS, Georgia 30601",33.969466,-83.386932
"2000 RIVERSIDE PARKWAY, LAWRENCEVILLE, Georgia 30043-7348","2000 RIVERSIDE PARKWAY, LAWRENCEVILLE, Georgia 30043",33.9697278,-84.0342088
"805 CAMPBELL HILL STREET NW, MARIETTA, Georgia 30060-1144","805 CAMPBELL HILL STREET NW, MARIETTA, Georgia 30060",33.9710305,-84.5523525
"760 KENNASAW AVE, MARIETTA, Georgia 30060","760 KENNASAW AVE, MARIETTA, Georgia 30060",33.972884,-84.564951
"3747 ROSWELL RD SUITE 216, MARIETTA, Georgia 30062","3747 ROSWELL RD SUITE 216, MARIETTA, Georgia 30062",33.9739184,-84.4834905
"1170 MCKENDREE CHURCH RD, LAWRENCEVILLE, Georgia 30043","1170 MCKENDREE CHURCH RD, LAWRENCEVILLE, Georgia 30043",33.974127,-84.03255
"1121 JOHNSON FERRY RD, MARIETTA, Georgia 30068","1121 JOHNSON FERRY RD, MARIETTA, Georgia 30068",33.976279,-84.415646
"5185 PEACHTREE PARKWAY, NORCROSS, Georgia 30092-6541","5185 PEACHTREE PARKWAY, NORCROSS, Georgia 30092",33.9789035,-84.2198002
"1815 SATELLITE BLVD SUITE 501, DULUTH, Georgia 30097","1815 SATELLITE BLVD SUITE 501, DULUTH, Georgia 30097",33.979737,-84.092703
"3747 ROSWELL ROAD, MARIETTA, Georgia 30062","3747 ROSWELL ROAD, MARIETTA, Georgia 30062",33.9801823,-84.4450897
"1230 JOHNSON FERRY PLACE, MARRIETTA, Georgia 30068","1230 JOHNSON FERRY PLACE, MARRIETTA, Georgia 30068",33.980451,-84.421701
"1291 STANLEY ROAD, KENNESAW, Georgia 30152","1291 STANLEY ROAD, KENNESAW, Georgia 30152",33.9855536,-84.6067272
"1160 CAPITAL AVENUE SUITE 105, WATKINSVILLE, Georgia 30680","1160 CAPITAL AVENUE SUITE 105, WATKINSVILLE, Georgia 30680",33.986291,-83.708996
"4989 PEACHTREE PARKWAY, PEACHTREE CORNERS, Georgia 30092","4989 PEACHTREE PARKWAY, PEACHTREE CORNERS, Georgia 30092",33.9875225,-84.2118468
"5150 STILESBORO ROAD, KENNESAW, Georgia 30152-7742","5150 STILESBORO ROAD, KENNESAW, Georgia 30152",33.9875887,-84.623507
"1605 COLLINS RD NW, KENNESAW, Georgia 30152","1605 COLLINS RD NW, KENNESAW, Georgia 30152",33.9920783,-84.6010616
"8640 ROSWELL RD, SANDY SPRINGS, Georgia 30350","8640 ROSWELL RD, SANDY SPRINGS, Georgia 30350",33.9926121,-84.3514363
"63 W CANDLER STREET, WINDER, Georgia 30680","63 W CANDLER STREET, WINDER, Georgia 30680",33.9941671,-83.7219923
"3790 PLEASANT HILL ROAD, DULUTH, Georgia 30096","3790 PLEASANT HILL ROAD, DULUTH, Georgia 30096",33.9956886,-84.1623842
"3800 PLEASANT HILL ROAD, DULUTH, Georgia 30096-3230","3800 PLEASANT HILL ROAD, DULUTH, Georgia 30096",33.9957148,-84.1623791
"133 WEST ATHENS STREET, WINDER, Georgia 30680-1707","133 WEST ATHENS STREET, WINDER, Georgia 30680",33.9966623,-83.7394367
"1030 OLD PEACHTREE RD. NW, LAWRENCEVILLE, Georgia 30043","1030 OLD PEACHTREE RD. NW, LAWRENCEVILLE, Georgia 30043",33.9982953,-84.0681514
"2570 HOLCOMB BRIDGE RD, ALPHARETTA, Georgia 30022","2570 HOLCOMB BRIDGE RD, ALPHARETTA, Georgia 30022",33.998557,-84.283472
"3610 PEACHTREE INDUSTRIAL BLVD, DULUTH, Georgia 30096","3610 PEACHTREE INDUSTRIAL BLVD, DULUTH, Georgia 30096",33.9990895,-84.1679531
"3435 DULUTH PARK LANE, DULUTH, Georgia 30096-3259","3435 DULUTH PARK LANE, DULUTH, Georgia 30096",33.9991399,-84.1615877
"1770 DENNIS KEMP LANE, KENNESAW, Georgia 30152","1770 DENNIS KEMP LANE, KENNESAW, Georgia 30152",33.999768,-84.702861
"3590 PEACHTREE INDUSTRIAL BLVD, DULUTH, Georgia 30096-6573","3590 PEACHTREE INDUSTRIAL BLVD, DULUTH, Georgia 30096",34.0001761,-84.1684046
"3497 DULUTH PARK LANE, DULUTH, Georgia 30096-3227","3497 DULUTH PARK LANE, DULUTH, Georgia 30096",34.0003201,-84.1616479
"2089 TERON TRACE, DACULA, Georgia 30019-1609","2089 TERON TRACE, DACULA, Georgia 30019",34.000731,-84.483783
"3500 DULUTH PARK LANE SUITE 220, DULUTH, Georgia 30096-3230","3500 DULUTH PARK LANE SUITE 220, DULUTH, Georgia 30096",34.001161,-84.159189
"3645 HOWELL FERRY RD., DULUTH, Georgia 30096","3645 HOWELL FERRY RD., DULUTH, Georgia 30096",34.0025474,-84.1626488
"3625 SAVANNAH PLACE DR, DULUTH, Georgia 30096","3625 SAVANNAH PLACE DR, DULUTH, Georgia 30096",34.0034062,-84.1668211
"1181 LANGFORD DRIVE, WATKINSVILLE, Georgia 30677","1181 LANGFORD DRIVE, WATKINSVILLE, Georgia 30677",34.006714,-83.727925
"1500 LANGFORD DRIVE, BOGART, Georgia 30622-0000","1500 LANGFORD DRIVE, BOGART, Georgia 30622",34.006714,-83.727925
"1650 CHATTAHOOCHEE DR., ROCKMART, Georgia 30153","1650 CHATTAHOOCHEE DR., ROCKMART, Georgia 30153",34.0086917,-85.0329565
"852 DACULA RD, DACULA, Georgia 30019","852 DACULA RD, DACULA, Georgia 30019",34.008889,-83.915556
"125 EAST WARE STREET, CEDARTOWN, Georgia 30125-3051","125 EAST WARE STREET, CEDARTOWN, Georgia 30125",34.0094061,-85.2520609
"9570 NESBIT FERRY ROAD, ALPHARETTA, Georgia 30022-6859","9570 NESBIT FERRY ROAD, ALPHARETTA, Georgia 30022",34.0115919,-84.2816594
"4855 RIVER GREEN PKWY BLDG 7, DULUTH, Georgia 30096","4855 RIVER GREEN PKWY BLDG 7, DULUTH, Georgia 30096",34.0141235,-84.1722352
"2518 DULUTH HIGHWAY, DULUTH, Georgia 30097","2518 DULUTH HIGHWAY, DULUTH, Georgia 30097",34.014241,-84.1517303
"561 JEFFERSON HIGHWAY, WINDER, Georgia 30680","561 JEFFERSON HIGHWAY, WINDER, Georgia 30680",34.0143575,-83.6980208
"2863 JOHNSON FERRY ROAD, MARIETTA, Georgia 30062","2863 JOHNSON FERRY ROAD, MARIETTA, Georgia 30062",34.017318,-84.429167
"2370 ROCKMART HIGHWAY SUITE 100, CEDARTOWN, Georgia 30725","2370 ROCKMART HIGHWAY SUITE 100, CEDARTOWN, Georgia 30725",34.0175553,-85.216298
"118 E GIRARD AVENUE, CEDARTOWN, Georgia 30125","118 E GIRARD AVENUE, CEDARTOWN, Georgia 30125",34.0198893,-85.248037
"6110 PINE MOUNTAIN ROAD, KENNESAW, Georgia 30152","6110 PINE MOUNTAIN ROAD, KENNESAW, Georgia 30152",34.0202668,-84.6245486
"6460 HWY 92 SUITE 200, ACWORTH, Georgia 30102-2998","6460 HWY 92 SUITE 200, ACWORTH, Georgia 30102",34.0208573,-84.7480046
"102 WILEY DRIVE, CEDARTOWN, Georgia 30125-2259","102 WILEY DRIVE, CEDARTOWN, Georgia 30125",34.026055,-85.2503162
"2953 N. COBB PKWY, KENNESAW, Georgia 30152","2953 N. COBB PKWY, KENNESAW, Georgia 30152",34.028252,-84.64347
"80 HORIZION DR, SUWANEE, Georgia 30024","80 HORIZION DR, SUWANEE, Georgia 30024",34.028618,-84.04242
"6918 MCGINNIS FERRY ROAD, SUWANEE, Georgia 30024-1258","6918 MCGINNIS FERRY ROAD, SUWANEE, Georgia 30024",34.0286813,-84.0589849
"3150 COBB PKWY, KENNESAW, Georgia 30152-2393","3150 COBB PKWY, KENNESAW, Georgia 30152",34.0288097,-84.6481255
"114 PLANTATION AVENUE, CEDARTOWN, Georgia 30125-2370","114 PLANTATION AVENUE, CEDARTOWN, Georgia 30125",34.0290515,-85.2448136
"3810 OLD 41 HWY, KENNESAW, Georgia 30144","3810 OLD 41 HWY, KENNESAW, Georgia 30144",34.0316953,-84.6351358
"11 CHARLIE MORRIS RD, COLBERT, Georgia 30628-2445","11 CHARLIE MORRIS RD, COLBERT, Georgia 30628",34.033245,-83.234777
"595 E CROSSVILLE RD SUITE 100, ROSWELL, Georgia 30075-2560","595 E CROSSVILLE RD SUITE 100, ROSWELL, Georgia 30075",34.0370288,-84.345259
"1025 NORTH MAIN STREET, CEDARTOWN, Georgia 30125-2036","1025 NORTH MAIN STREET, CEDARTOWN, Georgia 30125",34.0370411,-85.2423028
"3225 SHALLOWFORD ROAD, MARIETTA, Georgia 30062-7033","3225 SHALLOWFORD ROAD, MARIETTA, Georgia 30062",34.037237,-84.454794
"1500 PEACHTREE INDUSTRIAL BLVD, SUWANEE, Georgia 30024","1500 PEACHTREE INDUSTRIAL BLVD, SUWANEE, Georgia 30024",34.0372378,-84.0997863
"3155 ROYAL DR., ALPHARETTA, Georgia 30022-2477","3155 ROYAL DR., ALPHARETTA, Georgia 30022",34.0373889,-84.3236921
"750 TOWNPARK LANE, KENNESAW, Georgia 30144","750 TOWNPARK LANE, KENNESAW, Georgia 30144",34.0376268,-84.5725644
"1325 SATELLITE BLVD NW, SUWANEE, Georgia 30024-4651","1325 SATELLITE BLVD NW, SUWANEE, Georgia 30024",34.0378116,-84.0589503
"10710 MEDLOCK BRIDGE ROAD, JOHNS CREEK, Georgia 30097","10710 MEDLOCK BRIDGE ROAD, JOHNS CREEK, Georgia 30097",34.0407136,-84.1843049
"3745 CHEROKEE STREET, KENNESAW, Georgia 30144-6787","3745 CHEROKEE STREET, KENNESAW, Georgia 30144",34.0464365,-84.602632
"3805 CHEROKEE ST, KENNESAW, Georgia 30144","3805 CHEROKEE ST, KENNESAW, Georgia 30144",34.0465359,-84.6010222
"2404 MACY DRIVE, ROSWELL, Georgia 30076-6339","2404 MACY DRIVE, ROSWELL, Georgia 30076",34.048306,-84.357779
"1862 AUBURN ROAD, DACULA, Georgia 30019","1862 AUBURN ROAD, DACULA, Georgia 30019",34.048309,-83.924666
"11050 CRABAPPLE ROAD, ROSWELL, Georgia 30075-2489","11050 CRABAPPLE ROAD, ROSWELL, Georgia 30075",34.0496763,-84.3615596
"14 CHEROKEE ROAD, CEDARTOWN, Georgia 30125-4381","14 CHEROKEE ROAD, CEDARTOWN, Georgia 30125",34.050531,-85.234648
"2700 BRASELTON HIGHWAY SUITE 1, DACULA, Georgia 30019","2700 BRASELTON HIGHWAY SUITE 1, DACULA, Georgia 30019",34.0515129,-83.9303067
"5755 NORTH POINT PARKWAY, ALPHARETTA, Georgia 30022","5755 NORTH POINT PARKWAY, ALPHARETTA, Georgia 30022",34.0528067,-84.2790942
"3005 ROYAL BLVD SOUTH, ALPHARETTA, Georgia 30022-1407","3005 ROYAL BLVD SOUTH, ALPHARETTA, Georgia 30022",34.0545587,-84.2729506
"3950 COBB PARKWAY NW, ACWORTH, Georgia 30101","3950 COBB PARKWAY NW, ACWORTH, Georgia 30101",34.054736,-84.705735
"205 HAWKINS STORE ROAD NW, KENNESAW, Georgia 30144-6216","205 HAWKINS STORE ROAD NW, KENNESAW, Georgia 30144",34.05799,-84.556241
"1845 LOCKEWAY DRIVE, ALPHARETTA, Georgia 30004-5936","1845 LOCKEWAY DRIVE, ALPHARETTA, Georgia 30004",34.058554,-83.924424
"1285 HEMBREE ROAD, ROSWELL, Georgia 30076-5720","1285 HEMBREE ROAD, ROSWELL, Georgia 30076",34.0599695,-84.3215915
"4550 COBB PKWY, ACWORTH, Georgia 30101","4550 COBB PKWY, ACWORTH, Georgia 30101",34.0600851,-84.7214777
"1305 HEMBREE ROAD, ROSWELL, Georgia 30076","1305 HEMBREE ROAD, ROSWELL, Georgia 30076",34.0605099,-84.3197318
"11525 HAYNES BRIDGE RD, ALPHARETTA, Georgia 30009","11525 HAYNES BRIDGE RD, ALPHARETTA, Georgia 30009",34.062011,-84.290367
"401 SOUTH MAIN STREET, ALPHARETTA, Georgia 30009-7960","401 SOUTH MAIN STREET, ALPHARETTA, Georgia 30009",34.0673133,-84.302555
"3575 BRASELTON HWY, DACULA, Georgia 30019","3575 BRASELTON HWY, DACULA, Georgia 30019",34.0687137,-83.9083177
"3625 BRASELTON HIGHWAY, DACULA, Georgia 30019","3625 BRASELTON HIGHWAY, DACULA, Georgia 30019",34.069084,-83.905125
"3619 BRASELTON HWY, DACULA, Georgia 30019-4668","3619 BRASELTON HWY, DACULA, Georgia 30019",34.06909,-83.905374
"3300 OLD MILTON PARKWAY, ALPHARETTA, Georgia 30005","3300 OLD MILTON PARKWAY, ALPHARETTA, Georgia 30005",34.0695375,-84.2658336
"11705 JONES BRIDGE RD ALPHARETTA, JOHNS CREEK, Georgia 30005","11705 JONES BRIDGE RD ALPHARETTA, JOHNS CREEK, Georgia 30005",34.070243,-84.205223
"11975 MORRIS RD, ALPHARETTA, Georgia 30005","11975 MORRIS RD, ALPHARETTA, Georgia 30005",34.0703889,-84.2667732
"2450 OLD MILTON PKWY, ALPHARETTA, Georgia 30009","2450 OLD MILTON PKWY, ALPHARETTA, Georgia 30009",34.0706253,-84.2879013
"3550 PRESTON RIDGE ROAD, ALPHARETTA, Georgia 30005","3550 PRESTON RIDGE ROAD, ALPHARETTA, Georgia 30005",34.0709492,-84.2558413
"4485 TENCH ROAD, SUWANEE, Georgia 30024-6740","4485 TENCH ROAD, SUWANEE, Georgia 30024",34.071927,-84.0698085
"110 PEACHTREE INDUSTRIAL BLVD., SUGAR HILL, Georgia 30518","110 PEACHTREE INDUSTRIAL BLVD., SUGAR HILL, Georgia 30518",34.0734049,-84.0632115
"3180 NORTH POINT PKWY SUITE 202, ALPHARETTA, Georgia 30005-4465","3180 NORTH POINT PKWY SUITE 202, ALPHARETTA, Georgia 30005",34.0753769,-84.2597328
"3155 NORTH POINT PARKWAY, ALPHARETTA, Georgia 30005-5481","3155 NORTH POINT PARKWAY, ALPHARETTA, Georgia 30005",34.0755019,-84.2598078
"48 HILLS CREEK ROAD, TAYLORSVILLE, Georgia 30178-1902","48 HILLS CREEK ROAD, TAYLORSVILLE, Georgia 30178",34.082035,-84.9790051
"2000 PROFESSIONAL PARKWAY, WOODSTOCK, Georgia 30188-3879","2000 PROFESSIONAL PARKWAY, WOODSTOCK, Georgia 30188",34.082832,-84.522447
"12385 CRABAPPLE ROAD, ALPHARETTA, Georgia 30004-6357","12385 CRABAPPLE ROAD, ALPHARETTA, Georgia 30004",34.0842209,-84.3554694
"5460 MCGINNIS VILLAGE PLACE, ALPHARETTA, Georgia 30005","5460 MCGINNIS VILLAGE PLACE, ALPHARETTA, Georgia 30005",34.087814,-84.194893
"3925 JOHNS CREEK COURT, SUWANEE, Georgia 30024","3925 JOHNS CREEK COURT, SUWANEE, Georgia 30024",34.090541,-84.121769
"1897 HWY 211 NW STE. 100, HOSCHTON, Georgia 30548","1897 HWY 211 NW STE. 100, HOSCHTON, Georgia 30548",34.090872,-83.806939
"4095 SOUTH LEE ST, BUFORD, Georgia 30518-8805","4095 SOUTH LEE ST, BUFORD, Georgia 30518",34.0937559,-83.9981854
"2575 PEACHTREE PARKWAY, CUMMING, Georgia 30041","2575 PEACHTREE PARKWAY, CUMMING, Georgia 30041",34.094718,-84.174982
"2748 WINDER HIGHWAY, JEFFERSON, Georgia 30549","2748 WINDER HIGHWAY, JEFFERSON, Georgia 30549",34.0954194,-83.607131
"3966 SOUTH BOGAN ROAD, BUFORD, Georgia 30519-8633","3966 SOUTH BOGAN ROAD, BUFORD, Georgia 30519",34.0983386,-83.9780352
"4700 NELSON BRODGDON BLVD, SUGAR HILL, Georgia 30518","4700 NELSON BRODGDON BLVD, SUGAR HILL, Georgia 30518",34.098548,-84.016333
"1111 ALDERMAN DRIVE, ALPHARETTA, Georgia 30005","1111 ALDERMAN DRIVE, ALPHARETTA, Georgia 30005",34.0992271,-84.2452782
"2805 HAMILTON MILL ROAD, BUFORD, Georgia 30519","2805 HAMILTON MILL ROAD, BUFORD, Georgia 30519",34.1002034,-83.962435
"7545 N. MAIN STREET, WOODSTOCK, Georgia 30188","7545 N. MAIN STREET, WOODSTOCK, Georgia 30188",34.101578,-84.519108
"1435 BROADMOOR BLVD NE, SUGAR HILL, Georgia 30518","1435 BROADMOOR BLVD NE, SUGAR HILL, Georgia 30518",34.10208,-84.015395
"15A CEDARTOWN STREET SW, CAVE SPRING, Georgia 30124","15A CEDARTOWN STREET SW, CAVE SPRING, Georgia 30124",34.102132,-85.336624
"900 TOWNE LAKE PKWY, WOODSTOCK, Georgia 30189","900 TOWNE LAKE PKWY, WOODSTOCK, Georgia 30189",34.1026433,-84.5376762
"3700 RIDGE ROAD, BUFORD, Georgia 30519","3700 RIDGE ROAD, BUFORD, Georgia 30519",34.104973,-83.940483
"26 WEST JACKSON COMMONS DRIVE, HOSCHTON, Georgia 30548","26 WEST JACKSON COMMONS DRIVE, HOSCHTON, Georgia 30548",34.104987,-83.7615
"1496 WINDER HWY, JEFFERSON, Georgia 30549","1496 WINDER HWY, JEFFERSON, Georgia 30549",34.1056188,-83.5925218
"145 NORTH MEDICAL PARKWAY, WOODSTOCK, Georgia 30189-7031","145 NORTH MEDICAL PARKWAY, WOODSTOCK, Georgia 30189",34.109404,-84.550938
"618 JONES STREET, ELBERTON, Georgia 30635-1985","618 JONES STREET, ELBERTON, Georgia 30635",34.1096911,-82.882201
"4445 SOUTH LEE STREET, BUFORD, Georgia 30518-8806","4445 SOUTH LEE STREET, BUFORD, Georgia 30518",34.1110068,-84.0051441
